|date|QID11_TEXT_translated|QID31_TEXT_translated|QID18_TEXT_translated|QID22_TEXT_translated
1327|2024-03-07|I like to travel around Ukraine and the world. Visited 31 countries. I also do gardening and flowers in the country. Creating landscape design herself. I like to do needlework.|Accounts Payable Manager.|Ukrainian|European
1328|2024-03-07|I love to work and I also love to do web design. However, with work there is little time for hobbies. I also like to read books, especially detective stories. I like to perform various tasks and sit down to understand them|I work in support of Oschadbank, in constant communication with people. Generosity is about me. After all, you need to perform many tasks during the day|Ukrainian|European
1329|2024-03-07|I love sports|Accountant|Ukrainian|white
1330|2024-03-07|I always take responsibility for my work and meet deadlines|Freelancer on maternity leave looking for work from time to time|Ukrainian|European
1331|2024-03-07|I love working at home|I study at university and learn languages|Ukraine|European
1332|2024-03-07|I love animals, nature, travel and communication. I write poems. I work in the banking system. Sociable and purposeful|I am on maternity leave. She previously worked as a contact center operator at a bank|Ukrainian|European
1333|2024-03-07|A meticulous person|The manager is the manager|Ukrainian|Caucasian
1334|2024-03-07|I like to learn English|A student|Ukrainian|White
1335|2024-03-07|I like to draw, cook, play games, watch series, help animals.|I am studying to be a veterinarian|Ukrainian|Caucasian
1336|2024-03-07|I take responsibility for my work.|Game testing|Ukrainian|European
1337|2024-03-07|I am attentive to small things, it is interesting to learn something new. I can switch quickly|Passenger service in trains, compliance with safety standards in railway transport|Ukrainian|European
1338|2024-03-07|I love my job very much, since I dreamed of working in medicine since childhood, besides, I really like to travel, and I want to show the world to my child|I work as a pharmacist in a pharmacy|Ukrainian|European
1339|2024-03-07|"I like to work online because now there is a war in my country and this way I can earn money.

I do my work conscientiously, I help my students if they have questions about earning money on assignments"|"Freelance
Curator of the course ""Earning on tasks"""|Ukrainian|Ukrainian
1340|2024-03-07|I don't know|I am studying to be an actress|Ukrainian|European
1341|2024-03-07|I like to make hairstyles, handmade hoops|I do hairstyles|Ukrainian|white
1342|2024-03-07|Responsibility|Accounting|Ukrainian|European
1343|2024-03-07|Gospodar|Farming|Ukrainian|norm
1344|2024-03-07|My name is Marina, I am 31 years old. I have a small son who will soon be one year old. Before maternity leave, she worked as a barista in a coffee shop. I like to communicate with people, help them choose a drink or dessert. Currently, while on maternity leave, I am looking for a part-time job so that I can combine it with raising a child|Customer service, preparation of coffee drinks, monitoring the cleanliness of the working area|Ukrainian|Europoid
1345|2024-03-07|Friendly, sociable, responsible with a sense of humor, in my free time I play sports, draw, relax with my child and dog|Security company operator|Ukrainian|Caucasoid
1346|2024-03-07|I really like art in any of its manifestations. It inspires me|Administration|Ukrainian|white
1347|2024-03-07|I am an ordinary person, my mother is on maternity leave, I loved my job before maternity leave, the team is good. I love to exercise, but I also love to eat. I like to cook.|I am currently on maternity leave.|Ukrainian|white
1348|2024-03-07|I am a very responsible person, attentive, purposeful, punctual and able to work|Before maternity leave, she worked as a secretary of a court session in court|Ukrainian|White
1349|2024-03-07|"I am a housewife, raising a 5-year-old daughter.
I want to work online in my free time from raising my daughter"|Housewife|Ukrainian|Europivorous
1350|2024-03-07|I love cosmetics, I want my own store with it. Please give me money🙄|Not working|Ukrainian|European
1351|2024-03-07|I love my job|I am a cook's assistant, I prepare various dishes|Ukrainian|European
1352|2024-03-07|Meaningless input|Housewife|Ukrainian|European
1353|2024-03-07|I am a mother of two beautiful children|Maternity leave|Ukrainian|Ukrainian woman
1354|2024-03-07|I am responsible, attentive, I take any task seriously. I keep pace with the future.|Career surveyor. Filming, calculation of production volumes, reporting.|Ukrainian|White
1355|2024-03-07|I want to develop in many areas, I want to be educated. I like to read and I want a good future, I am not afraid of work and I am ready to take on everything|Interior designer|Ukrainian|white
